Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Male,49,1,Self-Employed,119520,3190,828,2,15750,24619,91,Home,14.96,0,0,16,Yes,0.51,1
Female,40,1,Self-Employed,85846,606,830,0,14445,22529,64,Home,5.49,0,2,10,Yes,0.16,1
Male,61,0,Employed,52730,587,550,2,20552,6227,97,Personal,14.41,0,4,27,Yes,0.9,0
Female,19,2,Employed,59247,2560,577,0,23999,8282,16,Home,11.06,0,7,16,Yes,0.9,0
Male,36,0,Employed,149563,4430,815,1,28900,25020,88,Home,12.06,0,9,26,Yes,0.29,1
Female,19,1,Employed,23412,4571,500,1,15703,6736,79,Home,13.9,0,9,23,Yes,0.59,0
Female,39,3,Employed,50111,1823,356,0,4954,13826,134,Home,7.6,1,6,17,No,0.41,0
Male,35,2,Self-Employed,111594,4875,841,2,25974,32966,182,Home,6.84,0,8,18,Yes,0.01,1
Male,27,3,Self-Employed,125473,4113,819,1,14414,21425,44,Personal,8.73,0,1,20,No,0.66,1
Female,29,1,Employed,129847,925,843,2,15077,38360,212,Home,11.27,1,9,16,No,0.51,1
Male,64,3,Employed,43296,2794,502,2,21197,14006,93,Home,8.47,0,0,29,Yes,0.82,0
Male,29,0,Self-Employed,56663,3220,816,2,27077,20000,220,Vehicle,5.53,1,7,10,No,0.59,1
Female,44,2,Self-Employed,20073,1212,325,2,12188,5607,108,Home,8.62,1,4,14,Yes,0.19,0
Female,43,0,Employed,78790,4219,776,1,15213,20969,12,Personal,5.2,0,4,25,Yes,0.18,1
Male,36,0,Self-Employed,89252,525,723,2,21497,20740,110,Vehicle,14.13,0,4,14,Yes,0.07,1
Male,25,2,Self-Employed,25947,3135,439,2,18774,8254,201,Home,7.69,0,8,16,Yes,0.21,0
Female,27,2,Employed,137069,1399,729,0,2473,21347,35,Home,7.36,0,9,20,Yes,0.87,1
Male,46,0,Employed,75139,2160,783,2,10872,21119,197,Education,13.17,0,5,25,No,0.64,1
Female,37,1,Employed,123160,3622,753,2,29993,26121,29,Vehicle,7.07,0,1,13,No,0.08,0
Female,45,1,Employed,142865,3879,788,2,9958,41934,150,Home,14.02,0,9,6,No,0.52,1
Female,35,1,Unemployed,91338,4443,771,2,23172,21321,229,Home,10.56,0,4,9,No,0.74,1
Female,35,0,Employed,115480,3735,791,1,28808,22930,153,Personal,3.56,0,0,10,Yes,0.82,0
Female,31,2,Employed,99828,2562,747,0,14235,28136,84,Home,14.07,0,8,5,No,0.41,1
Male,55,0,Self-Employed,29749,2047,516,2,24795,7762,18,Home,6.71,0,4,25,Yes,0.82,0
Female,60,1,Employed,33453,4622,528,1,27128,13039,109,Home,4.64,0,7,19,No,0.26,0
Female,33,3,Employed,56492,2640,786,2,18355,20000,142,Home,7.16,0,1,24,Yes,0.05,1
Female,64,3,Unemployed,68128,2228,472,1,17111,11663,199,Education,9.13,0,7,17,Yes,0.96,0
Male,40,3,Employed,127498,3147,718,0,10896,20409,57,Home,12.01,0,5,6,No,0.52,1
Male,26,2,Unemployed,83919,2998,831,0,12000,21994,100,Vehicle,6.76,0,2,11,No,0.76,1
Female,35,0,Self-Employed,141032,3744,727,1,9940,25090,29,Home,7.67,0,3,18,No,0.47,1
Female,43,0,Self-Employed,27113,1235,472,2,26635,10366,56,Vehicle,13.96,0,7,24,No,0.41,1
Male,23,1,Employed,55465,3004,407,2,27273,11608,87,Home,12.96,0,4,21,No,0.29,0
Female,36,0,Self-Employed,96425,2543,747,0,15550,23657,193,Vehicle,10.47,0,0,10,Yes,0.56,1
Female,29,1,Employed,71274,4674,724,0,15059,20245,18,Home,7.36,1,6,27,Yes,0.66,1
Female,49,2,Self-Employed,109430,4310,716,0,16637,31124,92,Home,7.15,1,5,25,Yes,0.31,1
Male,42,0,Employed,96698,4784,832,2,5907,22995,100,Home,12.57,0,0,12,Yes,0.05,0
Male,36,3,Employed,50857,2102,748,0,21975,20000,132,Home,9.13,0,4,12,No,0.21,1
Male,32,1,Employed,71098,2576,729,0,26824,20333,55,Home,6.26,0,6,22,Yes,0.99,0
Male,18,0,Unemployed,28224,3827,406,1,7410,8142,118,Vehicle,9.99,0,5,12,Yes,0.78,0
Male,27,0,Employed,66585,2102,762,0,11880,20000,99,Education,12.59,0,0,7,No,0.37,1
Female,21,2,Self-Employed,63356,2662,583,0,3409,13477,24,Vehicle,3.87,0,8,25,Yes,0.67,1
Male,32,2,Self-Employed,52392,3725,797,0,29253,20000,44,Personal,7.29,1,9,17,No,0.54,1
Female,42,3,Unemployed,74022,4503,803,0,13654,22020,229,Home,8.3,0,2,22,No,0.1,0
Male,25,2,Employed,29895,565,427,1,15122,7779,223,Home,10.67,0,3,8,No,0.9,0
Female,19,0,Employed,27154,1331,404,0,21521,5344,62,Home,12.53,1,3,13,No,0.07,0
Female,36,1,Self-Employed,114774,2463,825,1,16753,31789,125,Education,5.49,0,9,8,No,0.4,1
Male,43,1,Employed,110299,2278,789,1,19274,28927,73,Vehicle,10.87,0,1,10,Yes,0.05,1
Male,25,3,Self-Employed,22041,3529,344,2,23595,5075,130,Home,11.57,0,7,11,Yes,0.14,1
Female,33,1,Unemployed,107758,2580,762,1,15316,21505,64,Vehicle,11.84,0,9,14,No,0.46,1
Female,45,3,Self-Employed,130674,2720,709,0,10784,24479,160,Home,10.73,0,8,29,No,0.59,1
Male,44,2,Employed,145132,609,737,2,10716,32350,158,Home,11.27,0,8,17,No,0.56,1
Female,64,2,Employed,31666,3763,432,0,20423,11587,219,Personal,5.48,0,6,11,No,0.05,0
Female,36,2,Employed,44167,4691,393,2,6461,8444,33,Vehicle,10.98,0,9,15,Yes,0.18,0
Female,64,2,Unemployed,25549,2812,444,2,4673,7099,54,Vehicle,7.86,0,0,17,No,0.95,0
Female,43,3,Employed,130543,2996,831,1,20232,32287,84,Vehicle,14.52,0,3,29,Yes,0.74,1
Male,33,0,Self-Employed,107003,2111,822,2,6154,20069,116,Education,4.55,0,2,24,No,0.1,1
Female,44,2,Self-Employed,89615,3512,726,0,8119,22349,171,Personal,12.2,0,2,5,No,0.5,1
Male,35,0,Unemployed,66556,660,497,0,23648,23164,88,Education,5.18,0,7,26,Yes,0.89,0
Female,40,3,Employed,62577,1113,742,1,22533,20000,176,Education,8.31,0,2,22,No,0.3,1
Female,37,3,Employed,109086,1070,792,1,26722,26493,224,Home,4.34,0,3,8,No,0.14,1
Male,39,2,Self-Employed,116753,4336,823,1,12685,22446,150,Home,9.66,0,3,15,Yes,0.76,0
Female,44,0,Self-Employed,136454,4532,712,2,28116,27446,206,Home,4.03,0,9,7,No,0.33,1
Male,68,1,Unemployed,28800,1174,413,1,9124,10996,141,Home,12.76,0,1,24,Yes,0.83,0
Female,39,2,Self-Employed,118562,3575,702,2,18831,22509,157,Education,11.63,0,3,10,Yes,0.01,1
Male,22,2,Self-Employed,39994,3475,457,1,29307,6244,27,Home,6.8,0,3,23,Yes,0.03,0
Female,28,1,Unemployed,93516,3928,793,1,1703,21358,101,Vehicle,12.67,0,1,21,Yes,0.24,1
Female,67,1,Employed,39375,4371,532,2,7109,15327,20,Education,11,0,3,28,Yes,0.26,0
Female,63,0,Self-Employed,39770,3569,331,0,29790,5428,24,Education,6.78,1,7,24,Yes,0.14,0
Female,34,3,Self-Employed,105930,3882,846,1,14315,31023,143,Home,7.34,1,8,15,Yes,0.03,1
Female,50,0,Employed,42882,948,440,1,6950,11313,19,Vehicle,9.62,0,4,28,No,0.02,0
Male,41,0,Unemployed,83671,3263,772,2,9209,24738,228,Personal,13.69,1,8,28,Yes,0.51,1
Female,18,2,Employed,54643,1170,575,0,10066,16305,14,Education,8.03,0,3,17,Yes,0.6,1
Female,36,0,Employed,24667,4973,427,1,22481,8507,27,Home,10.45,0,4,6,Yes,0.73,1
Female,32,2,Unemployed,60259,3286,407,2,10210,16828,55,Education,11.03,0,6,11,Yes,0.32,0
Male,26,1,Employed,132539,1538,705,2,27194,24677,94,Personal,4.67,1,7,9,No,0.12,1
Male,28,3,Self-Employed,60763,1579,787,0,12858,20000,51,Home,10.24,0,3,26,Yes,0.33,1
Male,27,2,Self-Employed,134191,1489,741,1,21408,28959,238,Home,4.02,1,6,10,Yes,0.92,1
Female,47,1,Employed,68443,4996,758,0,11707,20368,160,Vehicle,10.6,1,4,26,No,0.11,1
Male,57,1,Employed,20493,2417,355,1,12993,7591,227,Home,6.13,0,5,28,Yes,0.45,1
Female,60,1,Employed,60179,4958,599,1,18559,10584,111,Home,5.05,0,1,25,Yes,0.34,0
Male,23,0,Employed,50206,2172,394,1,11301,12912,174,Personal,13.19,0,7,5,No,0.74,1
Female,47,3,Self-Employed,74546,4071,744,1,5076,20411,232,Vehicle,4.73,0,7,26,Yes,0.98,1
Male,58,0,Unemployed,48573,1021,546,1,16915,19037,107,Home,5.47,0,6,26,No,0.74,0
Male,66,0,Self-Employed,49831,1668,521,1,2587,15161,28,Home,10.98,1,8,26,Yes,0.39,1
Female,32,2,Unemployed,31003,1037,418,2,15186,6879,187,Vehicle,6.64,0,2,13,Yes,0.32,0
Female,37,0,Employed,81040,4576,820,1,12309,21227,216,Education,3.79,1,4,25,No,0.8,1
Male,39,2,Self-Employed,142968,1244,848,0,6224,28615,128,Vehicle,5.87,0,0,11,No,0,1
Male,42,1,Employed,122749,2339,849,1,28428,33009,150,Personal,7.09,0,2,13,Yes,0.18,1
Female,41,0,Self-Employed,105697,1648,796,0,29568,30577,211,Home,3.92,0,1,29,No,0.76,0
Male,33,0,Unemployed,127984,1001,841,0,28043,23202,117,Education,7.44,0,8,7,No,0.89,1
Male,19,0,Unemployed,53661,1759,474,0,8790,19652,190,Personal,13.35,0,6,25,No,0.97,0
Male,42,1,Self-Employed,57208,821,716,0,20507,20000,54,Vehicle,9.37,0,3,14,Yes,0.06,1
Male,45,1,Employed,134632,3985,743,2,4556,20545,62,Vehicle,7.22,0,2,13,Yes,0.74,1
Female,33,0,Self-Employed,82556,856,758,1,7993,24656,147,Home,13.45,0,6,17,Yes,0.83,1
Male,46,0,Employed,36430,4135,507,2,8739,11533,201,Home,13.49,0,0,22,No,0.82,1
Male,68,0,Unemployed,31455,4418,338,0,28201,10364,59,Home,8.49,0,9,7,Yes,0.31,0
Male,59,1,Employed,66295,2713,410,1,13711,11429,31,Personal,10.6,1,4,29,Yes,0.81,1
Female,38,2,Employed,86321,1112,830,2,216,23808,158,Home,12.31,0,0,24,Yes,0.32,1
Female,48,3,Self-Employed,78463,3602,773,1,6310,22934,179,Vehicle,8.08,0,3,9,Yes,0.12,1
Female,18,0,Self-Employed,45018,3864,349,2,128,7857,178,Home,9.43,1,9,7,Yes,0.03,0
Female,42,0,Self-Employed,105603,2237,845,2,4551,20401,152,Home,9.98,0,6,17,Yes,0.81,1
Female,48,3,Self-Employed,55711,4361,747,0,23586,20000,222,Home,11.24,0,1,5,Yes,0.71,0
Male,25,1,Employed,73766,3324,741,2,23482,20119,123,Home,13.37,1,8,29,Yes,0.9,0
Male,33,2,Employed,80590,2214,735,0,24462,20969,93,Home,5.36,0,9,22,Yes,0.47,1
Male,69,0,Employed,33077,4057,490,2,20371,11932,137,Home,6.49,0,0,24,No,0.07,0
Male,40,2,Employed,134128,1755,822,0,12157,28131,93,Home,6.21,1,5,28,No,0.19,1
Male,43,0,Employed,85104,3792,716,2,24157,20813,170,Education,8.46,0,8,14,No,0.74,0
Male,27,2,Employed,61490,1278,706,1,17918,20000,209,Education,11.49,0,5,6,Yes,0.4,1
Female,25,1,Unemployed,74293,3388,784,1,25962,20646,229,Vehicle,4.91,0,7,10,No,0.13,1
Female,32,1,Unemployed,93521,2773,818,2,29682,24270,166,Education,6.86,1,6,27,Yes,0.19,1
Female,44,0,Self-Employed,106527,2600,814,2,26445,31576,24,Home,6.76,0,1,5,No,0.68,1
Male,41,3,Self-Employed,141122,3958,811,2,13951,26379,232,Personal,12.56,0,1,16,Yes,0.16,1
Female,29,0,Employed,99353,3193,749,2,2898,28511,101,Personal,10.35,0,1,22,Yes,0.16,1
Female,34,2,Employed,103955,2875,758,1,11718,20605,119,Education,4.15,0,8,12,Yes,0.35,1
Female,32,0,Employed,98065,3940,799,1,20880,26536,236,Home,9.37,0,1,20,No,0.18,1
Female,48,0,Self-Employed,127900,2870,811,1,8916,34616,71,Education,9.41,0,0,9,Yes,0.23,1
Male,36,0,Self-Employed,77867,4144,725,1,24395,20925,198,Home,4.61,0,7,12,Yes,0.09,1
Male,65,3,Self-Employed,65128,1207,596,1,16458,14967,173,Home,10.58,0,7,18,Yes,0.88,0
Female,43,0,Employed,59244,886,835,0,830,20000,140,Home,9.63,0,9,16,Yes,0.22,1
Female,28,0,Self-Employed,69600,2618,767,1,18796,20869,44,Vehicle,14.4,0,9,16,No,0.26,1
Female,34,1,Employed,55937,1548,741,2,27676,20000,106,Vehicle,3.96,0,7,11,Yes,0.61,1
Female,53,2,Employed,47487,1529,532,2,461,12158,18,Vehicle,5.61,0,8,26,Yes,0.53,0
Female,40,2,Self-Employed,72043,3752,751,2,4772,20661,153,Education,11.74,0,0,28,No,0.43,1
Male,27,3,Employed,76408,2357,845,2,5272,21695,90,Vehicle,7.12,0,5,23,No,0.68,1
Female,39,3,Self-Employed,54052,862,344,0,26968,11155,152,Home,5.6,0,8,16,Yes,0.89,1
Female,68,3,Employed,36560,4202,338,2,21082,6311,219,Home,9.04,0,0,13,No,0.45,0
Male,39,0,Employed,41065,1398,371,2,3832,6825,70,Home,14.28,1,7,28,Yes,0.16,1
Female,45,0,Employed,107400,603,705,2,26975,24876,123,Vehicle,10.82,1,9,22,No,0.28,1
Male,26,3,Employed,50747,2735,784,1,22181,20000,187,Education,14.32,0,9,25,Yes,0.6,1
Female,32,3,Unemployed,141678,1092,761,0,7757,41614,27,Personal,8.8,0,5,27,Yes,0.9,1
Female,60,1,Self-Employed,20795,4063,472,0,7662,5576,133,Home,7.19,0,3,7,Yes,0.98,0
Female,47,2,Unemployed,127405,2645,802,1,20366,23326,95,Education,11.18,1,0,14,No,0.69,1
Male,31,3,Employed,127406,2674,756,2,12209,23612,225,Home,8.29,0,9,16,Yes,0.44,1
Female,55,2,Employed,64828,2408,472,2,24509,9796,188,Home,11.95,0,0,11,No,0.28,1
Female,58,0,Unemployed,57743,2636,479,1,1931,19989,64,Personal,14.89,0,4,28,Yes,0.58,0
Male,53,3,Self-Employed,51305,761,318,2,25090,18998,32,Education,13.4,1,3,27,No,0.75,0
Female,31,0,Employed,58849,701,344,2,11399,12337,86,Personal,4.18,0,8,6,Yes,0.49,0
Female,48,0,Employed,23657,3652,453,1,21240,6470,84,Vehicle,5.68,1,4,21,No,0.01,1
Female,49,2,Self-Employed,93132,2642,842,1,10693,20352,216,Personal,6.62,0,9,11,Yes,0.54,1
Female,64,1,Self-Employed,49760,2353,411,2,20210,7303,168,Education,3.95,0,5,10,No,0.55,0
Male,68,2,Self-Employed,23662,3630,428,2,7456,6311,201,Education,14.31,0,3,17,No,0.65,0
Female,43,3,Employed,72266,2915,711,1,5334,21634,56,Home,14.89,0,5,22,Yes,0.19,1
Female,40,2,Employed,102575,3042,705,1,17019,20385,147,Home,13.34,1,4,9,Yes,0.35,1
Male,29,3,Self-Employed,35511,3688,344,2,21185,8587,80,Personal,14,0,0,5,No,0.33,0
Female,48,0,Self-Employed,52446,2519,724,2,4679,20000,152,Vehicle,6.89,0,7,27,Yes,0.35,1
Male,59,3,Employed,53743,2835,534,1,9715,15817,180,Home,5.63,1,1,25,Yes,0.74,0
Female,30,3,Unemployed,85860,1217,775,2,11169,24748,38,Home,9.43,0,8,6,Yes,0.82,1
Male,42,1,Employed,144586,672,749,2,5841,38023,53,Vehicle,10.74,0,5,22,No,0.05,1
Male,43,3,Self-Employed,105404,1068,773,2,17652,26602,141,Vehicle,12.68,1,2,6,Yes,0.47,1
Male,32,0,Self-Employed,120798,3823,717,0,26098,35326,151,Vehicle,7.99,0,9,9,Yes,0.97,1
Male,39,3,Unemployed,141147,2165,825,0,14992,30343,118,Vehicle,13.64,0,4,20,No,0.75,1
Male,29,3,Employed,64131,2801,746,1,4237,20000,224,Home,6.74,0,6,26,Yes,0.85,1
Male,37,3,Employed,98247,2063,824,1,23895,24005,139,Education,14.11,1,8,15,Yes,0.07,1
Male,38,1,Employed,149927,805,797,0,14188,41784,227,Personal,12.61,0,9,26,Yes,0.44,1
Male,39,2,Unemployed,149125,2534,840,2,5574,28905,67,Home,7.51,0,3,22,Yes,0.73,1
Female,26,3,Unemployed,59990,4750,716,1,20551,20000,173,Vehicle,4.98,0,0,18,No,0.8,1
Male,68,2,Self-Employed,36879,2726,496,1,18191,5518,18,Home,11.21,0,9,22,Yes,0.71,0
Male,26,1,Employed,131256,1337,746,1,15913,25320,158,Home,11.02,0,5,28,Yes,0.36,1
Female,29,0,Unemployed,92420,2657,725,2,12576,26550,223,Vehicle,10.56,0,5,9,Yes,0.67,1
Female,29,0,Employed,131565,1126,705,2,12858,23755,127,Home,6.02,0,5,10,Yes,0.4,1
Male,49,1,Self-Employed,63875,2028,761,0,28422,20000,13,Home,13.16,1,6,13,No,0.23,1
Female,46,1,Self-Employed,77022,1730,740,2,22098,21491,215,Education,9.76,1,9,8,No,0.83,1
Male,26,1,Employed,124026,3689,713,0,16790,32602,84,Home,9.8,0,7,16,No,0.04,1
Male,44,0,Unemployed,58841,1568,376,1,4827,17134,154,Personal,11.55,0,5,24,Yes,0.69,0
Female,34,0,Employed,33683,4665,570,2,7104,8111,162,Vehicle,4.41,0,0,17,Yes,0.81,0
Female,56,2,Self-Employed,26388,4106,320,2,1511,8527,113,Home,6.82,1,5,8,No,0.92,0
Male,47,1,Self-Employed,53568,1294,837,1,16035,20000,67,Home,13.72,0,6,18,No,0.58,1
Female,34,1,Unemployed,77083,3851,831,1,13707,20632,188,Education,14.51,0,1,21,No,0.28,1
Female,46,3,Employed,78538,2228,760,2,23940,20630,154,Home,12.74,0,1,16,No,0.97,1
Male,32,1,Unemployed,59363,4511,572,1,2632,19086,179,Home,4.4,0,7,17,No,0.45,0
Male,67,2,Unemployed,55931,4170,498,0,22795,21365,219,Vehicle,7.76,0,5,7,Yes,0.61,0
Female,32,2,Self-Employed,69412,4815,733,0,2582,20556,132,Home,9.98,0,9,23,No,0.22,1
Female,28,3,Self-Employed,103318,2736,767,2,10947,23632,68,Personal,10.51,0,1,14,Yes,0.74,1
Male,35,2,Self-Employed,130342,517,746,1,29188,32801,19,Home,5.96,0,1,15,No,0.79,1
Male,56,0,Employed,58537,3432,365,1,4754,11135,71,Personal,14.44,0,5,29,No,0.77,0
Female,33,3,Self-Employed,62536,1680,496,2,26919,20112,76,Home,14.61,0,8,14,No,0.55,0
Female,48,0,Employed,85531,4601,799,2,17371,23766,15,Vehicle,4.18,1,6,14,No,0.19,1
Male,45,2,Unemployed,35290,3696,492,2,21488,11143,141,Home,7.18,0,3,17,No,0.86,1
Female,27,0,Self-Employed,100545,1689,785,0,10242,20572,142,Education,14.32,0,5,6,Yes,0.81,1
Male,49,2,Self-Employed,65582,1514,311,2,20300,10918,53,Home,14.97,1,1,14,No,0.08,0
Female,69,3,Self-Employed,59062,4376,483,1,10058,15962,96,Vehicle,3.54,0,3,19,No,0.21,0
Female,64,1,Self-Employed,34500,4763,570,0,13244,12514,159,Personal,4.17,0,3,26,No,0.99,0
Female,48,3,Employed,72942,1977,766,0,21396,21563,206,Home,9.92,0,3,12,No,0.86,1
Male,45,2,Unemployed,119687,4130,801,0,14728,28189,221,Home,4.13,1,6,5,No,0.74,1
Male,33,2,Unemployed,68661,1256,759,0,510,20390,202,Home,8.76,1,2,27,Yes,0.75,0
Female,43,1,Unemployed,88850,3783,735,0,8454,21969,130,Education,5.69,0,4,14,No,0.27,1
Female,49,1,Employed,35066,3668,350,0,19961,8240,157,Vehicle,13.8,0,0,23,No,0.85,0
Male,38,2,Self-Employed,111450,664,763,0,1197,31822,65,Home,13.33,1,1,26,Yes,0.1,1
Female,26,1,Employed,141463,1610,745,2,1447,28646,171,Personal,9.08,0,4,15,No,0.28,1
Male,69,3,Employed,46363,805,588,2,9817,13262,139,Home,3.82,0,3,20,Yes,0.15,0
Male,42,3,Unemployed,134437,4045,813,1,19353,34500,166,Home,12.75,1,6,6,No,0.59,1
Female,35,3,Self-Employed,135077,3591,803,2,18358,33860,169,Home,7.04,0,7,23,No,0.44,1
Male,35,3,Self-Employed,103069,3908,806,0,14767,21537,131,Education,12.94,0,4,25,Yes,0.88,1
Male,42,2,Employed,74074,2305,843,0,18657,20229,53,Personal,14.88,1,2,16,Yes,0.87,1
Female,25,3,Self-Employed,128902,679,762,0,10308,29085,54,Home,9.58,0,1,21,No,0.08,1
Female,57,1,Self-Employed,43827,4051,593,2,11738,16067,31,Home,11.54,0,6,6,Yes,0.28,1
Female,25,2,Unemployed,125042,4600,822,1,16290,29800,77,Education,8.1,0,9,9,No,0.21,1
Female,41,0,Unemployed,23032,3287,384,1,22187,8791,146,Personal,14.36,0,7,20,No,0.3,0
Female,33,0,Employed,68942,1048,822,0,26439,20222,208,Vehicle,12.56,0,1,27,Yes,0.05,1
Female,46,3,Unemployed,105513,658,715,2,13867,24467,15,Home,5.63,0,8,28,No,0.05,1
Female,31,0,Unemployed,125622,4388,711,0,3832,20642,27,Personal,3.79,1,9,18,No,0.3,1
Female,46,2,Self-Employed,79945,2551,825,0,21892,20302,187,Home,7.4,0,1,7,No,0.11,1
Female,41,3,Self-Employed,93090,4858,799,2,26953,20372,226,Vehicle,5.46,0,6,8,No,0.97,1
Male,41,3,Unemployed,137142,4319,840,0,10583,28705,146,Personal,3.77,0,2,9,Yes,0.68,0
Male,36,1,Employed,53700,4896,747,2,29377,20000,69,Home,13.14,0,3,25,Yes,0.88,1
Male,25,1,Unemployed,136457,4494,765,1,10725,27913,214,Personal,4.83,0,9,26,Yes,0.43,1
Female,27,0,Self-Employed,123239,1045,721,1,1327,31020,122,Personal,12.4,0,0,27,No,0.37,1
Male,39,1,Self-Employed,56747,4795,724,2,19749,20000,177,Home,4.17,0,7,10,No,0.55,1
Female,47,3,Unemployed,62384,1979,402,1,10579,23116,74,Education,12.88,0,8,17,No,0.5,0
Male,40,2,Self-Employed,32539,1825,311,2,26254,9588,105,Personal,7.15,0,2,23,No,0.9,0
Male,32,2,Employed,75437,1296,732,2,12328,20654,47,Education,5.77,1,6,29,Yes,0.42,1
Male,36,0,Self-Employed,141370,1484,838,2,12916,33207,31,Education,14.22,0,6,29,No,0.18,1
Female,34,3,Unemployed,46841,4676,437,1,19268,9634,179,Home,12.56,0,9,14,Yes,0.35,0
Female,30,2,Employed,100945,1740,789,2,28041,22892,133,Home,11.72,0,6,5,No,0.03,1
Male,29,1,Unemployed,29211,669,322,2,8475,6152,203,Education,12,0,4,13,Yes,0.02,1
Female,45,3,Self-Employed,92555,4389,748,0,2451,26089,190,Personal,14.53,0,6,23,No,0.03,0
Female,28,1,Employed,26588,4578,513,1,22562,6189,33,Personal,5.65,0,0,21,No,0.27,0
Female,26,0,Unemployed,80550,3296,801,0,22743,22184,59,Vehicle,6.57,0,1,14,Yes,0.21,1
Female,37,3,Employed,54393,1157,507,1,19100,12621,146,Personal,5.86,0,9,26,No,0.04,0
Male,40,3,Unemployed,81522,2544,830,0,14025,21353,51,Vehicle,11.68,0,1,9,Yes,0.83,0
Male,44,1,Employed,74968,1613,713,1,10239,21957,168,Home,3.87,0,2,28,Yes,0.78,1
Female,28,2,Employed,98650,3758,748,1,10451,22467,227,Education,5.66,0,1,13,Yes,0.52,1
Female,48,3,Unemployed,81047,3033,800,2,28267,24248,67,Home,9.6,0,4,10,Yes,0.8,1
Female,39,2,Self-Employed,57946,510,340,1,29125,22317,71,Education,14.84,0,9,12,Yes,0.2,0
Male,33,3,Employed,115567,4828,805,2,16412,20813,97,Home,12.23,0,3,27,Yes,0.81,1
Male,66,0,Employed,62761,982,326,2,10778,23300,20,Vehicle,13.96,0,0,19,Yes,0.66,0
Female,41,0,Employed,129854,3789,724,2,14224,37336,162,Home,4.09,0,1,25,Yes,0.43,1
Male,51,3,Unemployed,51203,761,495,0,21839,18325,28,Home,10.14,1,1,19,No,0.26,0
Female,45,1,Self-Employed,73606,4580,763,1,26289,20335,163,Home,7.19,1,9,25,No,0.17,1
Female,28,1,Employed,68696,1994,307,2,24092,20158,130,Home,11.84,0,1,18,Yes,0.94,0
Female,23,1,Employed,49213,1752,548,0,11948,5507,64,Education,14.28,0,1,21,Yes,0.66,1
Female,43,1,Employed,52561,3827,711,2,18965,20000,98,Education,6.14,0,7,8,Yes,0.79,1
Female,66,0,Employed,63330,963,410,0,1072,20064,125,Vehicle,8.93,0,3,17,No,0.79,0
Male,40,3,Unemployed,23207,3657,436,1,4465,6166,41,Education,13.93,0,1,24,Yes,0.36,0
Male,40,1,Employed,96870,4551,814,0,22290,26391,86,Home,8.11,0,3,24,Yes,0.8,1
Male,41,2,Employed,72857,3492,747,2,18210,21006,226,Home,13.73,0,1,23,No,0.64,1
Male,47,0,Employed,76136,1301,739,1,3485,20624,79,Home,6.39,0,2,27,No,0.88,1
Male,64,3,Employed,42979,2993,452,0,14146,17129,12,Education,11.22,0,9,9,No,0.13,1
Female,37,3,Self-Employed,59399,3292,776,1,6556,20000,145,Home,11.65,0,7,12,No,0.95,1
Male,41,1,Self-Employed,146250,1655,805,2,20234,33926,34,Personal,7.14,0,9,28,No,0.64,1
Female,32,3,Self-Employed,96214,4726,812,2,15809,21643,43,Home,13.25,0,9,8,No,0.09,1
Male,33,2,Unemployed,104867,4945,776,1,10979,26027,162,Vehicle,13.13,0,3,20,No,0.4,0
Male,25,0,Employed,42293,3567,567,0,20424,16180,196,Education,6.74,0,7,6,Yes,0.37,0
Male,66,2,Self-Employed,30454,3291,473,2,444,11114,110,Home,3.85,0,5,26,Yes,0.45,0
Male,44,1,Self-Employed,73123,2934,746,2,2554,20066,184,Personal,6.2,0,6,17,No,0.47,1
Male,38,3,Unemployed,106006,3152,797,2,16250,20367,231,Home,4.48,0,6,8,Yes,0.4,0
Male,43,2,Self-Employed,55018,3010,426,1,12774,6417,58,Home,4.69,1,2,21,No,0.85,0
Female,44,1,Employed,134551,2042,838,0,3390,25166,37,Education,10.97,1,7,6,Yes,0.64,1
Female,36,0,Unemployed,90113,1508,724,0,21248,25118,135,Education,11.53,1,7,19,No,0.68,1
Male,25,1,Self-Employed,146838,1296,840,1,21969,26906,44,Education,8.03,0,3,8,Yes,0.16,1
Male,37,2,Self-Employed,51523,4499,758,2,12418,20000,158,Personal,9.52,0,9,28,No,0.05,1
Male,31,2,Unemployed,126516,3098,807,0,29233,36199,193,Home,5.42,1,9,26,Yes,0.79,1
Female,33,3,Unemployed,44413,2952,431,1,17123,11593,62,Education,8.5,0,5,15,No,0.64,0
Male,49,3,Unemployed,50285,1593,829,0,20463,20000,232,Vehicle,13.62,0,6,17,Yes,0.74,1
Male,52,0,Employed,27903,4000,400,0,27353,5733,97,Vehicle,6.25,1,6,10,No,0.25,0
Female,35,1,Employed,133696,4088,712,2,10042,38484,37,Home,10.8,0,7,14,No,0.76,1
Male,42,1,Employed,119462,1181,729,0,8133,29002,71,Personal,7.33,1,5,5,No,0.85,1
Female,59,0,Unemployed,41758,1923,546,1,6260,13254,222,Home,3.79,0,0,7,Yes,0.41,0
Male,40,0,Employed,70046,3172,713,2,28641,20607,55,Education,7.34,0,4,7,Yes,0.4,1
Male,43,3,Self-Employed,126752,2377,700,1,9028,24711,44,Home,4.08,1,5,13,Yes,0.33,1
